RR_Location,RR_Latitude,RR_Longitude,Station_ID,Station_Name,Station_Address,Station_City,Station_State,Station_Zip,Station_Latitude,Station_Longitude,Distance,Unleaded_Regular_Price,Unleaded_Plus_Price,Unleaded_Premium_Price,Diesel_Regular_Price,Brand,Phone,Excellent_Price,Current_Price,Transaction_Time,Transaction_Time_Ms,API_Updated,API_Updated_Time
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|2404 E LINCOLNWAY|STERLING,SHELL SERVICE STATIO,2404 E LINCOLNWAY,STERLING,IL,61081-3050,41.800914,-89.668288,35.43,3.000,,3.852,,SHELL,8156250200,False,True,2026-02-09T01:23:15.127000,1770600195127,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|55 CHICAGO RD|OSWEGO,SHELL SERVICE STATIO,55 CHICAGO RD,OSWEGO,IL,60543-8607,41.68487,-88.34943,38.14,3.000,,,,SHELL,6305542181,False,True,2026-02-08T17:16:27.248000,1770570987248,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|202 DIVISION ST|POLO,SHELL SERVICE STATIO,202 DIVISION ST,POLO,IL,61064,41.9874,-89.5827,40.05,3.000,3.351,,,SHELL,8159463044,False,True,2026-02-08T19:53:12.836000,1770580392836,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|160 DOUGLAS RD|OSWEGO,SHELL SERVICE STATIO,160 DOUGLAS RD,OSWEGO,IL,60543-8977,41.71841,-88.31957,40.22,3.000,3.650,,,SHELL,6308922803,False,False,2026-02-08T02:12:09.140000,1770516729140,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|298 MONTGOMERY RD|MONTGOMERY,SHELL SERVICE STATIO,298 MONTGOMERY RD,MONTGOMERY,IL,60538-1696,41.727885,-88.31984,40.4,3.000,3.751,4.499,3.581,SHELL,6308975118,False,True,2026-02-09T02:08:45.214000,1770602925214,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|407 S LAKE ST|AURORA,SHELL SERVICE STATIO,407 S LAKE ST,AURORA,IL,60506,41.75359,-88.326985,40.61,3.000,,,,SHELL,6306184742,False,True,2026-02-08T14:34:26.677000,1770561266677,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|320 W GALENA BLVD|AURORA,SHELL SERVICE STATIO,320 W GALENA BLVD,AURORA,IL,60506-4028,41.76067,-88.32092,41.07,3.000,,,,SHELL,6308590474,False,False,2026-02-07T04:02:20.587000,1770436940587,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|329 S LINCOLNWAY|NORTH AURORA,SHELL SERVICE STATIO,329 S LINCOLNWAY,NORTH AURORA,IL,60542,41.792041,-88.322704,41.78,3.000,,,,SHELL,6308592323,False,True,2026-02-09T03:38:30.524000,1770608310524,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|2233 KISHWAUKEE ST|ROCKFORD,SHELL SERVICE STATIO,2233 KISHWAUKEE ST,ROCKFORD,IL,61104,42.24292,-89.08687,47.62,3.000,,,,SHELL,8153068008,False,False,2026-02-05T20:14:43.866000,1770322483866,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SANKAR INC.|1295 RICKERT DR|NAPERVILLE,SANKAR INC.,1295 RICKERT DR,NAPERVILLE,IL,60540-0954,41.7482,-88.16739,48.33,3.000,3.600,4.100,3.799,SHELL,6304161202,False,True,2026-02-09T03:58:44.455000,1770609524455,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,MUSTANG CORNER|401 TECH DR|MORRISON,MUSTANG CORNER,401 TECH DR,MORRISON,IL,61270-2200,41.79602,-89.964441,49.26,3.000,,,,CONOCO,8157722343,False,False,2026-02-06T22:45:51.055000,1770417951055,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|2922 E 24TH RD|MARSEILLES,SHELL SERVICE STATIO,2922 E 24TH RD,MARSEILLES,IL,61341-9621,41.35736,-88.705757,23.1,3.001,3.599,4.199,3.599,SHELL,6305842505,False,False,2026-02-08T17:25:58.481000,1770571558481,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|1218 PALMYRA ST|DIXON,SHELL SERVICE STATIO,1218 PALMYRA ST,DIXON,IL,61021-2336,41.84763,-89.50184,30.26,3.001,3.359,,,SHELL,8152847235,False,True,2026-02-08T14:41:27.889000,1770561687889,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,JOHNSON OIL CO. INC. I|1111 ROUTE 30|ROCK FALLS,JOHNSON OIL CO. INC. I,1111 ROUTE 30,ROCK FALLS,IL,61071,41.76288,-89.69162,35.34,3.001,,,3.699,SHELL,8156264169,False,True,2026-02-09T01:50:30.151000,1770601830151,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|420 N FARNSWORTH AVE|AURORA,SHELL SERVICE STATIO,420 N FARNSWORTH AVE,AURORA,IL,60505,41.76367,-88.28159,43.04,3.001,,,,SHELL,8475810303,False,True,2026-02-08T19:12:42.680000,1770577962680,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|725 E DIVISION ST|COAL CITY,SHELL SERVICE STATIO,725 E DIVISION ST,COAL CITY,IL,60416-1336,41.28797,-88.27535,44.93,3.001,,,,SHELL,8156344430,False,True,2026-02-08T14:32:27.859000,1770561147859,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|1127 N EOLA RD|AURORA,SHELL SERVICE STATIO,1127 N EOLA RD,AURORA,IL,60502-7093,41.77934,-88.24078,45.39,3.001,3.700,,,SHELL,6305857948,False,True,2026-02-09T04:21:45.672000,1770610905672,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|3003 11TH ST|ROCKFORD,SHELL SERVICE STATIO,3003 11TH ST,ROCKFORD,IL,61109-1209,42.22998,-89.07224,46.71,3.001,,,,SHELL,8159046838,False,False,2026-02-07T14:55:36.915000,1770476136915,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,MAC'S CONVENIENCE STO|2S600 STATE ROUTE 59|WARRENVILLE,MAC'S CONVENIENCE STO,2S600 STATE ROUTE 59,WARRENVILLE,IL,60555-1429,41.8317,-88.2011,48.61,3.001,3.599,4.199,,SHELL,6303930347,False,True,2026-02-08T20:46:44.165000,1770583604165,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|10 S WEBER RD|ROMEOVILLE,SHELL SERVICE STATIO,10 S WEBER RD,ROMEOVILLE,IL,60446-4947,41.62346,-88.12378,48.97,3.001,3.601,4.149,,SHELL,8158867979,False,True,2026-02-09T00:37:13.737000,1770597433737,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|1400 DEKALB AVE|SYCAMORE,SHELL SERVICE STATIO,1400 DEKALB AVE,SYCAMORE,IL,60178-2748,41.97929,-88.7112,34.64,3.002,3.602,4.101,3.899,SHELL,8158957087,False,False,2026-02-08T02:51:39.280000,1770519099280,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|220 1ST AVE R|ROCK FALLS,SHELL SERVICE STATIO,220 1ST AVE R,ROCK FALLS,IL,61071-1240,41.781944,-89.691456,35.89,3.002,,3.851,,SHELL,8156264084,False,True,2026-02-08T11:38:27.198000,1770550707198,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,LILY LAKE FOOD MART|44W322 IL ROUTE 64|MAPLE PARK,LILY LAKE FOOD MART,44W322 IL ROUTE 64,MAPLE PARK,IL,60151,41.939808,-88.479477,40.34,3.002,3.450,4.100,3.599,SHELL,6303652188,False,True,2026-02-09T02:55:45.434000,1770605745434,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|596 MONTGOMERY RD|MONTGOMERY,SHELL SERVICE STATIO,596 MONTGOMERY RD,MONTGOMERY,IL,60538-1731,41.73092,-88.3063,41.13,3.002,3.702,4.199,,SHELL,6308201881,False,False,2026-02-07T20:32:54.035000,1770496374035,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,RMARTS LLC|1285 LAKEVIEW DR|ROMEOVILLE,RMARTS LLC,1285 LAKEVIEW DR,ROMEOVILLE,IL,60446-3965,41.658801,-88.124355,49.22,3.003,3.804,,,SHELL,6307592066,False,True,2026-02-08T20:04:42.856000,1770581082856,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|175 W LINCOLN HWY|DEKALB,SHELL SERVICE STATIO,175 W LINCOLN HWY,DEKALB,IL,60115-3655,41.93085,-88.75693,30.55,3.009,,,,SHELL,8157586700,False,True,2026-02-08T19:32:12.696000,1770579132696,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SPEEDWAY-43586|3004 111TH ST|NAPERVILLE,SPEEDWAY-43586,3004 111TH ST,NAPERVILLE,IL,60564,41.68065,-88.20524,45.35,3.019,,4.119,,UNKNOWN,6309040745,False,True,2026-02-09T01:00:41.143000,1770598841143,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,HAB. 1 GROUP INC.|933 S 4TH ST|DEKALB,HAB. 1 GROUP INC.,933 S 4TH ST,DEKALB,IL,60115-4411,41.9189,-88.75345,29.95,3.039,,,,MARATHON,9095032524,False,True,2026-02-08T12:05:55.561000,1770552355561,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,C F M I OF ILLINOIS|501 W 87TH ST|NAPERVILLE,C F M I OF ILLINOIS,501 W 87TH ST,NAPERVILLE,IL,60565-3128,41.72609,-88.148925,48.86,3.039,,,,MARATHON,6306379749,False,False,2026-02-07T15:27:36.347000,1770478056347,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|17845 N RIDGE RD|MINOOKA,SHELL SERVICE STATIO,17845 N RIDGE RD,MINOOKA,IL,60447-9661,41.464885,-88.271677,41.59,3.049,,4.249,,SHELL,2839384000,False,True,2026-02-08T20:59:27.995000,1770584367995,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 3005800|101 S LINCOLNWAY|NORTH AURORA,BP 3005800,101 S LINCOLNWAY,NORTH AURORA,IL,60542-1609,41.8039,-88.32637,41.93,3.049,,,,BP PRODUCTS NA,6307012518,False,False,2026-02-06T23:37:50.047000,1770421070047,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,CASEYS #6548|14808 S ROUTE 59 900|PLAINFIELD,CASEYS #6548,14808 S ROUTE 59 900,PLAINFIELD,IL,60544-2680,41.61312,-88.20243,44.86,3.049,,,,CASEY'S GENERAL STORE,7792729757,False,True,2026-02-09T04:06:24.505000,1770609984505,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SPEEDWAY-43518|3004 REFLECTION DR.|NAPERVILLE,SPEEDWAY-43518,3004 REFLECTION DR.,NAPERVILLE,IL,60564,41.70879,-88.2068,45.68,3.049,3.649,4.149,,UNKNOWN,6309226980,False,True,2026-02-09T03:16:39.312000,1770606999312,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|2832 S ROUTE 59|NAPERVILLE,SHELL SERVICE STATIO,2832 S ROUTE 59,NAPERVILLE,IL,60564-8146,41.712466,-88.205761,45.79,3.050,3.650,4.349,3.801,SHELL,6305485407,False,True,2026-02-09T02:17:14.117000,1770603434117,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|255 N WEBER RD|BOLINGBROOK,SHELL SERVICE STATIO,255 N WEBER RD,BOLINGBROOK,IL,60490-1508,41.702545,-88.125239,49.7,3.050,3.651,4.251,,SHELL,6303782038,False,True,2026-02-09T04:05:00.616000,1770609900616,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|2422 S ROUTE 59|PLAINFIELD,SHELL SERVICE STATIO,2422 S ROUTE 59,PLAINFIELD,IL,60586-8085,41.565395,-88.200311,44.8,3.051,,4.300,,SHELL,8155771074,False,True,2026-02-08T19:25:58.876000,1770578758876,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|40 IL 64|CAMPTON HILLS,SHELL SERVICE STATIO,40 IL 64,CAMPTON HILLS,IL,60175,41.95807,-88.331,47.1,3.059,,4.261,3.800,SHELL,6305136494,False,True,2026-02-09T04:24:44.504000,1770611084504,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,RMARTS LLC|11900 S ROUTE 59|PLAINFIELD,RMARTS LLC,11900 S ROUTE 59,PLAINFIELD,IL,60585-5104,41.66567,-88.2048,45.19,3.070,3.671,4.300,3.799,SHELL,8155776508,False,True,2026-02-09T02:32:00.294000,1770604320294,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,MOBIL OIL CORP. 13257|2500 PEARL ST|BELVIDERE,MOBIL OIL CORP. 13257,2500 PEARL ST,BELVIDERE,IL,61008-6012,42.235215,-88.841716,48.48,3.079,3.559,4.179,3.799,EXXONMOBIL,8155442125,False,True,2026-02-09T03:19:27.455000,1770607167455,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,MOBIL OIL CORP. 70059|2502 PEARL ST|BELVIDERE,MOBIL OIL CORP. 70059,2502 PEARL ST,BELVIDERE,IL,61008-6012,42.235215,-88.841716,48.48,3.079,3.599,4.139,3.799,EXXONMOBIL,8155442126,False,True,2026-02-09T00:45:24.394000,1770597924394,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,CASEYS #1880|412 E HARPER AVE|GRANVILLE,CASEYS #1880,412 E HARPER AVE,GRANVILLE,IL,61326-9730,41.25749,-89.222886,22.02,3.099,,,3.549,CASEY'S GENERAL STORE,7792564893,False,True,2026-02-08T22:18:55.497000,1770589135497,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,AHB GROUP INC.|125 N ANNIE GLIDDEN RD|DEKALB,AHB GROUP INC.,125 N ANNIE GLIDDEN RD,DEKALB,IL,60115-2701,41.93187,-88.77309,30.19,3.099,3.699,,,MARATHON,9095032524,False,False,2026-02-07T18:59:16.409000,1770490756409,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 9734542|2200 W GALENA BLVD|AURORA,BP 9734542,2200 W GALENA BLVD,AURORA,IL,60506-4224,41.7648,-88.37028,38.79,3.099,3.699,4.199,,BP PRODUCTS NA,6308448304,False,True,2026-02-08T18:35:06.060000,1770575706060,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SNSK INC.|1 BOULDER HILL PASS|MONTGOMERY,SNSK INC.,1 BOULDER HILL PASS,MONTGOMERY,IL,60538-1911,41.715705,-88.34738,38.79,3.099,,,,MARATHON,6308965254,False,False,2026-02-06T23:16:03.665000,1770419763665,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,ONE STOP CITGO|503 HILL AVE|AURORA,ONE STOP CITGO,503 HILL AVE,AURORA,IL,60505-5009,41.7458,-88.288135,42.33,3.099,,,,CITGO,6308984291,False,False,2026-02-07T19:04:18.770000,1770491058770,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,AURORA AMSTAR|12 HILL AVE|AURORA,AURORA AMSTAR,12 HILL AVE,AURORA,IL,60505-3855,41.75109,-88.28847,42.43,3.099,,,,UNKNOWN,6308208433,False,False,2026-02-07T13:56:18.069000,1770472578069,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,GAS N WASH PLAINFIEL|25653 W LOCKPORT ST|PLAINFIELD,GAS N WASH PLAINFIEL,25653 W LOCKPORT ST,PLAINFIELD,IL,60544,41.607402,-88.242459,42.76,3.099,3.499,4.148,3.699,UNBRANDED,8154696130,False,True,2026-02-09T02:18:41.761000,1770603521761,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 1789205|2112 OGDEN AVE|AURORA,BP 1789205,2112 OGDEN AVE,AURORA,IL,60504,41.73089,-88.26381,43.22,3.099,,,,BP PRODUCTS NA,6309077531,False,False,2026-02-07T11:31:26.146000,1770463886146,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,JJR MART INC.|1795 N FARNSWORTH AVE|AURORA,JJR MART INC.,1795 N FARNSWORTH AVE,AURORA,IL,60505-1511,41.79342,-88.28199,43.75,3.099,,,,MARATHON,6306920202,False,True,2026-02-09T04:05:48.220000,1770609948220,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BATAVIA AVENUE MART|27 N BATAVIA AVE|BATAVIA,BATAVIA AVENUE MART,27 N BATAVIA AVE,BATAVIA,IL,60510-1922,41.850769,-88.31207,44.0,3.099,,,,EXXONMOBIL,6308790999,False,False,2026-02-06T23:46:15.282000,1770421575282,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 9639782|4802 CATON FARM RD|PLAINFIELD,BP 9639782,4802 CATON FARM RD,PLAINFIELD,IL,60586-8262,41.56511,-88.200608,44.79,3.099,3.499,4.149,,BP PRODUCTS NA,8154390702,False,True,2026-02-09T01:21:36.459000,1770600096459,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,THORNTONS #221118|15800 S ROUTE 59|PLAINFIELD,THORNTONS #221118,15800 S ROUTE 59,PLAINFIELD,IL,60544-2692,41.59487,-88.20173,44.8,3.099,,,,THORNTONS,8154399302,False,True,2026-02-08T15:52:20.877000,1770565940877,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,7-ELEVEN 30153|51 S RANDALL RD|SAINT CHARLES,7-ELEVEN 30153,51 S RANDALL RD,SAINT CHARLES,IL,60174,41.91166,-88.34001,44.89,3.099,3.699,4.199,,EXXONMOBIL,6304434032,False,True,2026-02-08T23:52:17.349000,1770594737349,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,MEIJER 214|13705 S ROUTE 59|PLAINFIELD,MEIJER 214,13705 S ROUTE 59,PLAINFIELD,IL,60544-6106,41.63261,-88.20281,44.97,3.099,,3.999,,UNBRANDED,8152678029,False,True,2026-02-09T04:01:11.205000,1770609671205,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,7-ELEVEN 38958|15809 IL-59|PLAINFIELD,7-ELEVEN 38958,15809 IL-59,PLAINFIELD,IL,60544,41.61699,-88.19652,45.18,3.099,3.759,4.199,3.499,EXXONMOBIL,8152101279,False,True,2026-02-09T04:10:46.287000,1770610246287,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,7-ELEVEN 33145|710 E FABYAN PKWY|BATAVIA,7-ELEVEN 33145,710 E FABYAN PKWY,BATAVIA,IL,60510,41.868346,-88.297416,45.24,3.099,3.699,4.199,,EXXONMOBIL,6307610866,False,True,2026-02-09T01:08:08.545000,1770599288545,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 9734104|1207 N EOLA RD|AURORA,BP 9734104,1207 N EOLA RD,AURORA,IL,60502-9606,41.78177,-88.240658,45.45,3.099,3.699,4.099,,BP PRODUCTS NA,6302360745,False,True,2026-02-08T20:57:26.801000,1770584246801,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 2045700|1023 W MAIN ST|ST CHARLES,BP 2045700,1023 W MAIN ST,ST CHARLES,IL,60174-1754,41.91266,-88.326473,45.51,3.099,,4.299,,BP PRODUCTS NA,1111111111,False,False,2026-02-07T01:36:22.481000,1770428182481,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 9737057|1411 RIVERBOAT CENTER DR|JOLIET,BP 9737057,1411 RIVERBOAT CENTER DR,JOLIET,IL,60431-9336,41.496259,-88.167352,46.69,3.099,,,3.999,BP PRODUCTS NA,8157419774,False,True,2026-02-08T17:33:13.926000,1770571993926,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BARNES MART|2206 BARNES BLVD|ROCKFORD,BARNES MART,2206 BARNES BLVD,ROCKFORD,IL,61112-2000,42.243041,-88.978629,47.83,3.099,3.649,,,EXXONMOBIL,8153979410,False,True,2026-02-08T17:11:19.998000,1770570679998,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,CHERRYVALE MOBIL|1736 S PERRYVILLE RD|ROCKFORD,CHERRYVALE MOBIL,1736 S PERRYVILLE RD,ROCKFORD,IL,61112-1104,42.247042,-88.979898,48.1,3.099,,4.199,,EXXONMOBIL,8153323100,False,True,2026-02-08T16:46:26.455000,1770569186455,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BROADWAY MOBIL|2605 BROADWAY|ROCKFORD,BROADWAY MOBIL,2605 BROADWAY,ROCKFORD,IL,61108-5754,42.25251,-89.054469,48.27,3.099,,,,EXXONMOBIL,8153973863,False,True,2026-02-08T18:38:19.567000,1770575899567,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,MARKETSIDE MOBIL|5810 E STATE ST|ROCKFORD,MARKETSIDE MOBIL,5810 E STATE ST,ROCKFORD,IL,61108-2428,42.266407,-89.003462,49.34,3.099,,4.199,,EXXONMOBIL,8153991157,False,True,2026-02-09T04:22:05.767000,1770610925767,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 1682731|3191 US HIGHWAY 20|ELGIN,BP 1682731,3191 US HIGHWAY 20,ELGIN,IL,60124-8757,42.039275,-88.363449,49.37,3.099,3.649,4.199,3.459,BP PRODUCTS NA,8472141173,False,True,2026-02-08T21:21:16.975000,1770585676975,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,ALPINE MART|321 N ALPINE RD|ROCKFORD,ALPINE MART,321 N ALPINE RD,ROCKFORD,IL,61107-4905,42.268121,-89.02903,49.39,3.099,,4.199,,EXXONMOBIL,8153979076,False,True,2026-02-09T00:31:52.101000,1770597112101,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,JEFFERSON ST. MART|515 E JEFFERSON ST|ROCKFORD,JEFFERSON ST. MART,515 E JEFFERSON ST,ROCKFORD,IL,61107-4002,42.26927,-89.08538,49.44,3.099,3.649,4.199,3.599,EXXONMOBIL,8153979410,False,True,2026-02-09T03:40:33.240000,1770608433240,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,"CITY FUELS, INC.|425 S WINNEBAGO ST|ROCKFORD","CITY FUELS, INC.",425 S WINNEBAGO ST,ROCKFORD,IL,61102,42.269887,-89.100608,49.5,3.099,,,,EXXONMOBIL,8159622069,False,True,2026-02-09T00:03:23.025000,1770595403025,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BUCKLEY MOBIL|7250 E STATE ST|ROCKFORD,BUCKLEY MOBIL,7250 E STATE ST,ROCKFORD,IL,61108-4604,42.2697,-88.97511,49.68,3.099,3.649,4.199,,EXXONMOBIL,8152268755,False,True,2026-02-09T03:35:20.018000,1770608120018,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,RMARTS LLC|1851 N FARNSWORTH AVE|AURORA,RMARTS LLC,1851 N FARNSWORTH AVE,AURORA,IL,60505-1133,41.794164,-88.282014,43.77,3.100,3.700,4.300,,SHELL,6305851189,False,True,2026-02-08T21:09:13.069000,1770584953069,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|24725 W 143RD ST|PLAINFIELD,SHELL SERVICE STATIO,24725 W 143RD ST,PLAINFIELD,IL,60544-7612,41.622396,-88.213713,44.34,3.100,3.760,4.299,3.600,SHELL,8152540243,False,True,2026-02-08T21:42:14.407000,1770586934407,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|307 W MAIN ST|ST CHARLES,SHELL SERVICE STATIO,307 W MAIN ST,ST CHARLES,IL,60174-1813,41.91314,-88.31716,45.93,3.100,3.700,4.301,3.350,SHELL,6305842266,False,True,2026-02-09T00:40:59.969000,1770597659969,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|13 N RIVER RD|NORTH AURORA,SHELL SERVICE STATIO,13 N RIVER RD,NORTH AURORA,IL,60542,41.807928,-88.321731,42.26,3.101,,,,SHELL,6307236319,False,True,2026-02-08T16:19:12.096000,1770567552096,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,SHELL SERVICE STATIO|13450 S ROUTE 59|PLAINFIELD,SHELL SERVICE STATIO,13450 S ROUTE 59,PLAINFIELD,IL,60585-5655,41.63838,-88.20314,45.0,3.101,3.800,4.300,,SHELL,8155772738,False,True,2026-02-09T01:41:44,1770601304000,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 3264400|940 N MAIN ST|ELBURN,BP 3264400,940 N MAIN ST,ELBURN,IL,60119-9143,41.90259,-88.47233,38.99,3.119,3.519,4.119,,BP PRODUCTS NA,6303656671,False,True,2026-02-09T00:30:18.576000,1770597018576,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,THORNTONS #221335 DIESE|1025 S WEBER RD|BOLINGBROOK,THORNTONS #221335 DIESE,1025 S WEBER RD,BOLINGBROOK,IL,60490-5614,41.668517,-88.125294,49.27,3.149,3.099,,3.349,THORNTONS,6307800530,False,True,2026-02-09T03:57:42.274000,1770609462274,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,RMARTS MANAGEMENT LL|659 S WASHINGTON ST|NAPERVILLE,RMARTS MANAGEMENT LL,659 S WASHINGTON ST,NAPERVILLE,IL,60540-6643,41.76635,-88.14876,49.61,3.150,3.852,4.549,,SHELL,6304209893,False,True,2026-02-08T21:45:58.194000,1770587158194,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,7-ELEVEN 33379|2241 S EOLA RD|AURORA,7-ELEVEN 33379,2241 S EOLA RD,AURORA,IL,60503,41.713811,-88.254499,43.38,3.159,,,,EXXONMOBIL,6305850809,False,True,2026-02-08T19:36:26.461000,1770579386461,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,DIAMOND GAS N WASH|3010 E DIVISION ST|DIAMOND,DIAMOND GAS N WASH,3010 E DIVISION ST,DIAMOND,IL,60416-9486,41.288772,-88.238305,46.67,3.159,,4.059,3.799,UNBRANDED,7084440117,False,True,2026-02-09T02:32:52.781000,1770604372781,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 9211806|1745 E MAIN ST|ST CHARLES,BP 9211806,1745 E MAIN ST,ST CHARLES,IL,60174-2344,41.918941,-88.290471,47.31,3.159,3.759,4.399,3.399,BP PRODUCTS NA,6305137292,False,False,2026-02-07T20:35:19.823000,1770496519823,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,BP 9759150|1987 W JEFFERSON ST|JOLIET,BP 9759150,1987 W JEFFERSON ST,JOLIET,IL,60435-6617,41.52247,-88.13082,48.45,3.159,3.809,,,BP PRODUCTS NA,8157299001,False,True,2026-02-08T15:33:11.847000,1770564791847,No,
"Road Ranger #140 - Mendota, IL",41.5538796,-89.066747,CREST HILL INVESTORS|1800 PLAINFIELD RD|CREST HILL,CREST HILL INVESTORS,1800 PLAINFIELD RD,CREST HILL,IL,60403-1938,41.55521,-88.12629,48.63,3.159,,,,MARATHON,8157306722,False,True,2026-02-08T19:02:49.797000,1770577369797,No,
